Description	Price	Prime	Url	Ratings
Dark/Web	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.18b6068d-12f7-29de-3c92-aa33e5f5935b%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WJ6ZLQJ&ref=sr_1_74&keywords=computer&qid=1604664293&sr=8-74	-1
Lettore Masterizzatore Blu Ray Dvd, USB 3.0 Esterno Blu-Ray Portatile 3D CD Dvd RW Lettore Disco per Laptop/Desktop/MacBook, Win 7/8/10, Linux, PC	87,99 €	1	/Lettore-Masterizzatore-Esterno-Blu-Ray-Portatile/dp/B08HWZ21ND/ref=sr_1_75?dchild=1&keywords=computer&qid=1604664293&sr=8-75	5,0
HAPAW Supporto PC Portatile, 8-Levels Regolabile Supporto Laptop Notebook Pieghevole Alluminio Porta Tablet PC Supporto Compatibile con MacBook Air/PRO, dell, XPS, HP, Lenovo, iPad, Cellulare (5”–18”)	19,98 €	1	/HAPAW-Portatile-Regolabile-Pieghevole-Compatibile/dp/B08C57S29M/ref=sr_1_76?dchild=1&keywords=computer&qid=1604664293&sr=8-76	4,4
Lenovo, Mini PC, Desktop Computer, ThinkCentre M93p USDT Tiny Intel Core i5 240GB SSD (NEU) Hard Disk 8GB memoria Win 10 Pro W-LAN 10AAA0PQ00 (ricondizionato)	245,00 €	1	/Lenovo-ThinkCentre-SSD-10AAA0PQ00-certificato/dp/B07L9T18SW/ref=sr_1_77?dchild=1&keywords=computer&qid=1604664293&sr=8-77	4,3
Samsung –  Memoria 8 GB per PC portatile – Kit 2x4 GB Dual Channel originale 204 Pin DDR3-1333 PC3-10600 CL9 SO-DIMM per DDR3 i5 + i7 portatile con supporto DDR3 – 1333 MHz	59,90 €	1	/Samsung-COMPUTER-PORTATILE-10600-CL9-SO-DIMM-i7-portatile/dp/B0034YFCK2/ref=sr_1_78?dchild=1&keywords=computer&qid=1604664293&sr=8-78	4,6
BBO Cuffie USB per Computer con Microfono, Cuffie Business Leggere per PC Laptop Call Center Skype Chat Conference Ufficio	24,99 €	0	/BBO-Computer-Microfono-Business-Conference/dp/B08LV1MNMD/ref=sr_1_79?dchild=1&keywords=computer&qid=1604664293&sr=8-79	4,8
UCSUOKU Supporto PC Portatile, Supporto per Laptop in Alluminio,Pieghevole Regolabile Ergonomico Supporto per Notebook Compatibile con MacBook, iPad, HP, Dell, Lenovo Più 10-15.6” Tablet	19,00 €	1	/UCSUOKU-Pieghevole-Regolabile-Ergonomico-Compatibile/dp/B08KQ85BFY/ref=sr_1_80?dchild=1&keywords=computer&qid=1604664293&sr=8-80	-1
"Lenovo IdeaPad 3 Chromebook Notebook, Display 11.6"" HD, Processore Intel Celeron N4000, 32GB eMMC, 4GB RAM, Chrome OS, Onyx Black"	259,99 €	1	/Lenovo-IdeaPad-Chromebook-Notebook-Processore/dp/B08D9R3849/ref=sr_1_81?dchild=1&keywords=computer&qid=1604664293&sr=8-81	3,5
PIPIKA Cavo Stampante USB 2.0,[3M] Cavo USB Tipo A Maschio a Tipo B Maschio Cavetto Placcato Oro per Stampante HP, Canon, Lexmark, Epson, dell, Xerox, Samsung Brother, Panasonic, Scanner ECC	5,99 €	1	/Stampante-Maschio-Cavetto-Placcato-Panasonic/dp/B089N623TP/ref=sr_1_82?dchild=1&keywords=computer&qid=1604664293&sr=8-82	4,8
AmazonBasics - Altoparlanti per computer desktop o PC portatile, alimentazione CA (versione europea)	19,39 €	1	/AmazonBasics-Computer-Speakers-Desktop-AC-Powered/dp/B07D924NF5/ref=sr_1_83?dchild=1&keywords=computer&qid=1604664293&sr=8-83	4,4
"Computer portatile Acer Aspire 5 A515-44-R52A (15,6"") (nero)"	651,14 €	1	/Computer-portatile-Acer-Aspire-A515-44-R52A/dp/B08B4NZC7R/ref=sr_1_84?dchild=1&keywords=computer&qid=1604664293&sr=8-84	3,5
HP - PC Pavilion x360 14-dw0003nl Convertibile, Intel Core i3-1005G1, RAM 8 GB, SSD 256 GB, Grafica Intel UHD, Windows 10 Home, Schermo Touch 14” FHD IPS, Lettore Impronte Digitali, USB-C, Argento	699,99 €	1	/HP-Pavilion-14-dw0003nl-Convertibile-i3-1005G1/dp/B08BKT9YC2/ref=sr_1_85?dchild=1&keywords=computer&qid=1604664293&sr=8-85	5,0
"HP 250 G7 Notebook PC Computer portatile Nero 39,6 cm (15.6"") 1366 x 768 Pixel Intel® Core™ i3 di decima generazione 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 4 (802.11n) Win10Pro"	0 €	0	/HP-250-G7-generazione-DDR4-SDRAM/dp/B08HZ3NMQN/ref=sr_1_86?dchild=1&keywords=computer&qid=1604664293&sr=8-86	5,0
"Lenovo V V15 Grigio Computer portatile 39,6 cm [15.6""] 1920 x 1080 Pixel Intel® Core™ i3 di ottava generazione 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5"	0 €	0	/Lenovo-Computer-portatile-generazione-DDR4-SDRAM/dp/B088TRNPBB/ref=sr_1_87?dchild=1&keywords=computer&qid=1604664293&sr=8-87	4,1
Trust Mila Set Altoparlanti 2.0, nero [vecchio modello]	9,90 €	1	/Trust-Mila-Set-Altoparlanti-nero/dp/B002TIJ1HY/ref=sr_1_88?dchild=1&keywords=computer&qid=1604664293&sr=8-88	4,2
Automan	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.dcb6b2de-8ae3-32df-4f01-200ac71e1869%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07YBQT6KW&ref=sr_1_89&keywords=computer&qid=1604664293&sr=8-89	-1
"ASUS Chromebook C434TA-AI0367, Notebook Convertibile in alluminio con Monitor 14"" FHD Touchscreen Glossy, Intel Core m3-8100Y, RAM 8GB LPDDR3, 128G eMMC, Sistema operativo Chrome, Argento"	699,00 €	1	/ASUS-Chromebook-C434TA-AI0367-Convertibile-Touchscreen/dp/B08958MZLD/ref=sr_1_90?dchild=1&keywords=computer&qid=1604664293&sr=8-90	5,0
celeste Hard Disk 2 TB Esterno,USB-C Hard Disk Esterno per PC, Mac, Xbox, Desktop, Laptop, MacBook.(2TB,Argento)	63,99 €	1	/celeste-Esterno-Desktop-MacBook-Argento/dp/B08L4XNW5J/ref=sr_1_91?dchild=1&keywords=computer&qid=1604664293&sr=8-91	4,8
"Hp 250 G7 6BP86EA Nero Computer Portatile 39,6 Cm (15.6"") 1366 X 768 Pixel 1,6 Ghz Intel Core I5 di Ottava Generazione I5-8265U"	0 €	0	/Computer-portatile-Intel%C2%AE-generazione-i5-8265U/dp/B07MY2K42R/ref=sr_1_92?dchild=1&keywords=computer&qid=1604664293&sr=8-92	5,0
The Commodore Wars - 8-Bit Generation	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.3ab551a3-d675-90f3-5631-691a6fba3565%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B0866SZDRR&ref=sr_1_93&keywords=computer&qid=1604664293&sr=8-93	-1
Hard Disk Esterno 1tb Portatile USB3.1 Hard Disk Esterno per PC, Mac, Desktop, Laptop, MacBook, Chromebook	47,99 €	1	/Esterno-Portatile-Desktop-MacBook-Chromebook/dp/B08JHNK8T2/ref=sr_1_94?dchild=1&keywords=computer&qid=1604664293&sr=8-94	4,6
Jahosin - Tappetino per mouse con poggiapolsi ergonomico, in memory foam, antiscivolo, per computer e ufficio, 25 x 23 cm	10,99 €	1	/Jahosin-Tappetino-poggiapolsi-ergonomico-antiscivolo/dp/B08KXXGCZR/ref=sr_1_95?dchild=1&keywords=computer&qid=1604664293&sr=8-95	-1
"Viixm Supporto PC Portatile 5 Angolazioni Regolabili Portatile Porta Notebook Pieghevole in Alluminio Ventilato Porta PC Supporto per MacBook, Huawei Matebook, dell, HP, Lenovo And 10-15.6"" Laptops"	19,99 €	1	/Viixm-Portatile-Angolazioni-Regolabili-Pieghevole/dp/B08CXR2GPD/ref=sr_1_96?dchild=1&keywords=computer&qid=1604664293&sr=8-96	4,6
"HP OMEN 17-cb1075ng Computer Portatile Nero 43,9 cm (17.3"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB DDR4-SDRAM 1512 GB HDD+SSD NVIDIA GeForce RTX 2070 Super Wi-Fi 6 (802.11ax)"	2.156,80 €	0	/HP-17-cb1075ng-Portatile-Generazione-DDR4-SDRAM/dp/B08935V8YY/ref=sr_1_97?dchild=1&keywords=computer&qid=1604664293&sr=8-97	-1
"Apple MacBook Air Argento Computer Portatile 33,8 cm (13.3"") 2560 x 1600 Pixel Intel® Core i3 di Decima Generazione 8 GB LPDDR4x-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) macOS Catalina MacBook"	0 €	0	/Apple-Computer-Portatile-Generazione-LPDDR4x-SDRAM/dp/B0863YGN2R/ref=sr_1_98?dchild=1&keywords=computer&qid=1604664293&sr=8-98	4,8
Inateck Borsa Porta PC 15.6 Pollici Impermeabile Borsa Messenger Computer Portatile per Donna Uomo Insegnanti Viaggio Lavoro Università Scuola - Grigio	26,56 €	1	/Inateck-Impermeabile-Messenger-Insegnanti-Universit%C3%A0/dp/B08KZKYCKF/ref=sr_1_99?dchild=1&keywords=computer&qid=1604664293&sr=8-99	5,0
Fanuse 14 Pollici 1080P Laptop 2 GB di RAM 32 GB EMMC Intel Atom Z8350 Quad Core CPU 10 Sistema Computer Portatile (Spina Europea)	223,77 €	0	/Fanuse-Pollici-Sistema-Computer-Portatile/dp/B086P9QKXB/ref=sr_1_100?dchild=1&keywords=computer&qid=1604664293&sr=8-100	-1
Mouse Bluetooth Wireless Compatibile con Laptop/Macbook/iPad/iPhone (iOS 13.1.2 e successiva) PC Computer Android Mini Mouse Silenzioso Ricaricabile per Windows/Linux/Mac 3DPI Regolabile Bluetooth4.0	12,74 €	0	/Compatibile-successiva-Silenzioso-Ricaricabile-Bluetooth4-0/dp/B085H963P5/ref=sr_1_101?dchild=1&keywords=computer&qid=1604664293&sr=8-101	4,5
Trust Primo Borsa Trasporto per Laptop da 16 Pollici, Nero	12,90 €	1	/Trust-Primo-Trasporto-Laptop-Pollici/dp/B01JPF5028/ref=sr_1_102?dchild=1&keywords=computer&qid=1604664293&sr=8-102	4,6
PC DESKTOP 16 GB RAM SSD 240 GB Con licenza Windows 10 pro o Windows 7 proINTEL QUAD CORE Wi-fi 300 Mb/S Fibra HDMI/USB 3.0 PC FISSO COMPLETO ASSEMBLATO	289,99 €	1	/DESKTOP-COMPLETO-ASSEMBLATO-SISTEMA-OPERATIVO/dp/B016MN2GZA/ref=sr_1_103?dchild=1&keywords=computer&qid=1604664293&sr=8-103	4,1
HP Elite 8300 Sff Quad Core 3.20GHz I5-3470 8Gb 500Gb Dvd Wifi di Windows 10 computer PC desktop professionali con antivirus (rinnovato)	104,95 €	0	/HP-Computer-Professionali-antivirus-rinnovato/dp/B0713SMTTD/ref=sr_1_104?dchild=1&keywords=computer&qid=1604664293&sr=8-104	4,3
PC DELL 7010 SFF Intel Core i5 3470 3.20Ghz/RAM 8GB/480GB SSD/DVD+RW/WIN 10 PRO (Ricondizionato)	206,50 €	0	/DELL-Intel-3-20Ghz-480GB-Ricondizionato/dp/B07RR23WR2/ref=sr_1_101?dchild=1&keywords=computer&qid=1604664395&sr=8-101	4,6
PC Computer Desktop Fujitsu Esprimo P720, Windows 10 Professional, Intel Core i5-4570S, Memoria Ram 8GB DDR3, SSD 240GB + HDD 500GB, DVD-ROM (Ricondizionato)	209,90 €	0	/Computer-Desktop-Professional-i5-4570S-Ricondizionato/dp/B08JZJTGSB/ref=sr_1_102?dchild=1&keywords=computer&qid=1604664395&sr=8-102	4,8
"VistaProtect – Filtro Anti Luce Blu Premium per Schermo Laptop PC, Rimovibile (13.3"" Pollici)"	20,99 €	1	/VistaProtect-Premium-Schermo-Rimovibile-Pollici/dp/B08HRQVTMX/ref=sr_1_103?dchild=1&keywords=computer&qid=1604664395&sr=8-103	4,1
AOMOSA Supporto Per Laptop, Supporto Da Scrivania Pieghevole Per Laptop Portatile, Supporto Per Vassoio Ergonomico Leggero E Regolabile, Supporti Da Scrivania Per Computer Ventilati In Alluminio.	9,78 €	1	/AOMOSA-Pieghevole-Ergonomico-Regolabile-Alluminio/dp/B08HD1M9CK/ref=sr_1_104?dchild=1&keywords=computer&qid=1604664395&sr=8-104	5,0
LONGING Supporto PC Portatile Alluminio per ASUS/Lenovo/Acer/dell XPS/HP/MacBook Air PRO/Samsung Chromebook/Supporti Tablet Notebook pc Computer Stand -Argento	13,99 €	1	/LONGING-Supporto-Portatile-Alluminio-Chromebook/dp/B08H5PX9YD/ref=sr_1_105?dchild=1&keywords=computer&qid=1604664395&sr=8-105	4,4
HP - Case EliteDesk 8300 SFF Intel Core i7 512GB SSD, hard disk, RAM da 16 GB, Windows 10 Pro, con masterizzatore DVD (certificato e rigenerato)	305,72 €	0	/HP-EliteDesk-masterizzatore-certificato-rigenerato/dp/B081K34T16/ref=sr_1_106?dchild=1&keywords=computer&qid=1604664395&sr=8-106	4,2
"ASUS ZenBook PRO UX581LV-H2024T Notebook/Portatile Computer Portatile 39,6 cm (15.6"") 3840 x 2160 Pixel Touch Screen Intel® Core i9 di Decima Generazione 32 GB DDR4-SDRAM 1000 GB NVIDIA® GeForce"	4.057,53 €	0	/ASUS-UX581LV-H2024T-Portatile-Generazione-DDR4-SDRAM/dp/B086RDWZSM/ref=sr_1_107?dchild=1&keywords=computer&qid=1604664395&sr=8-107	4,0
PC Computer Desktop Tower HP Elite 8200, Windows 10 Professional, Intel Core i5-2400, Memoria Ram 8GB DDR3, SSD 120GB + HDD 500GB, DVD-ROM (Ricondizionato)	159,90 €	0	/Computer-Desktop-HP-Professional-Ricondizionato/dp/B088FPMBRS/ref=sr_1_108?dchild=1&keywords=computer&qid=1604664395&sr=8-108	5,0
Pc fisso Computer Desktop INTEL CORE I7-9700F OCTA CORE - 16 GB RAM DDR4 - SSD 240 - HDD 1 TB - Windows 10 PRO - Masterizzatore DVD - WIFI - VIDEO DEDICATA 1 GB - Assemblato Completo	789,99 €	0	/fisso-Computer-Desktop-INTEL-I7-9700F/dp/B083Y5RM41/ref=sr_1_109?dchild=1&keywords=computer&qid=1604664395&sr=8-109	-1
EverVanz, Borsa a Tracolla Convertibile, Zaino per Computer Portatile, Borsa Casual, Borsa Messaggero Unisex, Valigetta In Poliestere per Laptop da 15 a 17 Pollici, Resistente all'Acqua	33,99 €	1	/EverVanz-Convertibile-Messaggero-Poliestere-Resistente/dp/B08DHHW38S/ref=sr_1_110?dchild=1&keywords=computer&qid=1604664395&sr=8-110	5,0
Lemnoi Webcam Full HD 1080P con Microfono, Webcam Web USB 2.0/3.0 per PC, Webcam per Computer Plug And Play per videochiamate, Laptop, Facebook, Streaming Live, Youtube, Giochi e conferenze	15,99 €	1	/Lemnoi-Microfono-videochiamate-Streaming-conferenze/dp/B087CSZTNM/ref=sr_1_111?dchild=1&keywords=computer&qid=1604664395&sr=8-111	3,7
BONTEC Supporto per Monitor in Legno, Supporto per Monitor da Scrivania con Supporto per Smartphone e Gestione dei Cavi, Supporto Ergonomico per Laptop, Computer, Notebook, iMac, W420 x D235 x H104mm	16,79 €	1	/1home-Supporto-monitore-altoparlante-portatile/dp/B01M6CZ4AA/ref=sr_1_112?dchild=1&keywords=computer&qid=1604664395&sr=8-112	4,5
Babacom Supporto PC Portatile, Alluminio Ventilato Porta Notebook, Raffreddamento Regolabile Porta PC, Leggero Notebook Riser Compatibile con MacBook Air/pro, Huawei Matebook D/Altri 10-15.6” Tablet	18,99 €	1	/Babacom-Portatile-Alluminio-Ergonomico-Regolabile/dp/B07TBR2WYD/ref=sr_1_113?dchild=1&keywords=computer&qid=1604664395&sr=8-113	4,6
EasyULT Webcam Full HD 1080P con Microfono e Copertura Webcam, USB 2.0 Fotocamera, Stereo Elecamera PC Ridurre Il Rumore, per PC Fisso, Laptop y Mac, per Videochiamate, Studio, Conferenza	26,99 €	1	/EasyULT-Microfono-Fotocamera-Videochiamate-Conferenza/dp/B088CTKHDH/ref=sr_1_114?dchild=1&keywords=computer&qid=1604664395&sr=8-114	4,4
"Notebook Pc Portatile Lenovo Led da 15.6"" / Cpu Amd A4 2.30GHz / Ram 4Gb Ddr4 / Ssd 256gb / Grafica Radeon R3 / Hdmi / Masterizzatore / Wi fi / Bluetooth / Office Open surce / Windows 10 professional"	0 €	0	/Portatile-Lenovo-Masterizzatore-Bluetooth-professional/dp/B07RT2MM57/ref=sr_1_115?dchild=1&keywords=computer&qid=1604664395&sr=8-115	3,9
"ivoler Supporto PC Portatile, Angolazione Regolabile Porta Notebook, Alluminio Ventilato Porta PC Supporto per MacBook/PRO/Air/iPad/Huawei Matebook D/HP/Altri 10-15.6"" Laptop Tablet iPad-Argento"	19,99 €	1	/Portatile-Angolazione-Regolabile-Pieghevole-Alluminio/dp/B07XNP2KKK/ref=sr_1_116?dchild=1&keywords=computer&qid=1604664395&sr=8-116	4,6
"Apple MacBook PRO Grigio Computer Portatile 40,6 cm (16"") 3072 x 1920 Pixel 9th Gen Intel® Core i7 16 GB DDR4-SDRAM 512 GB SSD macOS Catalina MacBook PRO, 9th Gen Intel® Core i7, 2,6"	0 €	0	/Apple-Computer-Portatile-DDR4-SDRAM-Catalina/dp/B081FW6TPQ/ref=sr_1_121?dchild=1&keywords=computer&qid=1604664395&sr=8-121	4,7
Space Valley	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.b6b58538-2938-b3c3-60e8-eae3cbaba27f%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07X13KXLQ&ref=sr_1_122&keywords=computer&qid=1604664395&sr=8-122	-1
"ASUS Chromebook C434TA-AI0367, Notebook Convertibile in alluminio con Monitor 14"" FHD Touchscreen Glossy, Intel Core m3-8100Y, RAM 8GB LPDDR3, 128G eMMC, Sistema operativo Chrome, Argento"	699,00 €	1	/ASUS-Chromebook-C434TA-AI0367-Convertibile-Touchscreen/dp/B08958MZLD/ref=sr_1_123?dchild=1&keywords=computer&qid=1604664395&sr=8-123	5,0
"Lenovo V V15 Grigio Computer portatile 39,6 cm [15.6""] 1920 x 1080 Pixel Intel® Core™ i3 di ottava generazione 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5"	0 €	0	/Lenovo-Computer-portatile-generazione-DDR4-SDRAM/dp/B088TRNPBB/ref=sr_1_124?dchild=1&keywords=computer&qid=1604664395&sr=8-124	4,1
Logitech M185 Mouse Wireless, 2.4 GHz con Mini Ricevitore USB, Durata Batteria Fino a 12 Mesi, Rilevamento Ottico 1000 DPI, Ambidestro, PC/Mac/Laptop, Grigio	9,99 €	1	/Logitech-M185-Wireless-Mouse-Grigio/dp/B00552K0GM/ref=sr_1_125?dchild=1&keywords=computer&qid=1604664395&sr=8-125	4,6
Computer fisso INTEL CORE i5 QUAD CORE pc desktop SSD 120 HDD 1 TB RAM 8 GB WINDOWS 10 PRO COA STICKER - WiFi - ALTE PRESTAZIONI SISTEMA OPERATIVO COMPLETO	299,99 €	0	/Computer-fisso-desktop-WINDOWS-STICKER/dp/B07CL9MJ82/ref=sr_1_126?dchild=1&keywords=computer&qid=1604664395&sr=8-126	3,9
"Acer Aspire 3 A315-56-5205 - Computer portatile 15,6"" FHD (Core i5, 8 GB di RAM, SSD 512 GB, Intel UHD Graphics, Windows 10F)"	739,25 €	1	/Acer-Aspire-A315-56-5205-Computer-portatile/dp/B089T436YR/ref=sr_1_127?dchild=1&keywords=computer&qid=1604664395&sr=8-127	3,9
Mini PC, Intel Pentium J3710 Processore Quad-Core CPU 4 GB DDR / 128 GB SSD Mini Desktop Computer con Windows 10, HDMI e VGA, Dual Band WiFi 2,4 + 5,8 G, BT 4.2, USB 3.0	189,99 €	1	/Pentium-Processore-Quad-Core-Desktop-Computer/dp/B08H816MBC/ref=sr_1_128?dchild=1&keywords=computer&qid=1604664395&sr=8-128	4,7
Tastiera wireless - 2.4G Tastiera wireless ricaricabile Design ergonomico a grandezza naturale con tastierino numerico, connessione stabile Tastiera bianca sottile per Windows, computer Mac OS	32,99 €	1	/Tastiera-wireless-ricaricabile-ergonomico-connessione/dp/B089K4HMXY/ref=sr_1_129?dchild=1&keywords=computer&qid=1604664395&sr=8-129	5,0
ZILNK Videocamera USB 1080P, Webcam con Microfono, Laptop Desktop PC Videocamera Web Full HD per Videochiamate, Studio, Conferenze, Registrazione, Riproduzione con Clip Rotante, USB 2.0	34,99 €	1	/Videocamera-Videochiamate-Conferenze-Registrazione-Riproduzione/dp/B083SCMP6W/ref=sr_1_130?dchild=1&keywords=computer&qid=1604664395&sr=8-130	4,2
"Dell Latitude 5300 Nero Computer Portatile 33,8 cm (13.3"") 1920 x 1080 Pixel Intel Core i5 di ottava Generazione i5-8265U 8 GB DDR4-SDRAM 256 GB SSD - DELL Latitude 5300"	940,76 €	1	/DELL-Latitude-8RGFP-i5-8265U-256GB/dp/B07SQB52JZ/ref=sr_1_131?dchild=1&keywords=computer&qid=1604664395&sr=8-131	-1
"ASUS UX325JA-AH019T Computer Portatile Grigio 33 cm (13"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB LPDDR4x-SDRAM 1000 GB SSD Wi-Fi 6 (802.11ax) Windows 10 Home UX325JA-"	2.031,06 €	0	/ASUS-UX325JA-AH019T-Portatile-Generazione-LPDDR4x-SDRAM/dp/B086RBPPKC/ref=sr_1_132?dchild=1&keywords=computer&qid=1604664395&sr=8-132	-1
Mini PC RAM da 8 GB aggiornabile SSD da 256 GB Processore Intel Core i5-5257U (fino a 3,1 Ghz),Computer desktop Windows 10 Pro 4K HD con porta USB-C/HDMI/Mini DP,2X Ethernet Doppio Wi-Fi	349,99 €	0	/aggiornabile-Processore-i5-5257U-Computer-Ethernet/dp/B0895DNN4B/ref=sr_1_133?dchild=1&keywords=computer&qid=1604664395&sr=8-133	4,6
Mouse Bluetooth Wireless Compatibile con Laptop/Macbook/iPad/iPhone (iOS 13.1.2 e successiva) PC Computer Android Mini Mouse Silenzioso Ricaricabile per Windows/Linux/Mac 3DPI Regolabile Bluetooth4.0	12,74 €	0	/Compatibile-successiva-Silenzioso-Ricaricabile-Bluetooth4-0/dp/B085H963P5/ref=sr_1_134?dchild=1&keywords=computer&qid=1604664395&sr=8-134	4,5
PC RICONDIZIONATO HP ELITE 8300 SFF INTEL CORE i7 3770 3,40Ghz/8GB/SSD 120GB/DVD/WIN 10 PRO (Ricondizionato) )	235,00 €	1	/RICONDIZIONATO-HP-ELITE-INTEL-Ricondizionato/dp/B07JNBKHSS/ref=sr_1_135?dchild=1&keywords=computer&qid=1604664395&sr=8-135	4,5
AtailorBird Tappetino Mouse, 220mm Mouse Pad in Pelle Impermeabile Mousepad PU Antiscivolo Tappetini Mouse Tondo con Superficie Liscio per Gaming, Ufficio, Laptop, Double-Sided, Rosa-Porpora	7,39 €	1	/AtailorBird-Impermeabile-Antiscivolo-Double-Sided-Rosa-Porpora/dp/B086WSDW83/ref=sr_1_136?dchild=1&keywords=computer&qid=1604664395&sr=8-136	4,4
BIGMAC Computer portatile da 10 pollici Android 6.0 Quad core laptop mini netbook 8GB WIFI webcam Netflix YouTube google Flash ultra-sottile (Rosa)	159,00 €	1	/BIGMAC-Computer-portatile-pollici-ultra-sottile/dp/B087R1D8CB/ref=sr_1_137?dchild=1&keywords=computer&qid=1604664395&sr=8-137	3,6
WisFox Mouse Senza Fili, 2.4G Wireless Mouse Laptop Mouse Computer Antiscivolo Ergonomico Mouse USB 6 Pulsanti con Ricevitore Nano 3 Livelli DPI Regolabili Mouse Senza Fili per Windows, Mac (Verde)	12,99 €	1	/WisFox-Antiscivolo-Ergonomico-Ricevitore-Regolabili/dp/B089K34S4B/ref=sr_1_138?dchild=1&keywords=computer&qid=1604664395&sr=8-138	4,8
Inateck Borsa Porta PC 15.6 Pollici Impermeabile Borsa Messenger Computer Portatile per Donna Uomo Insegnanti Viaggio Lavoro Università Scuola - Grigio	26,56 €	1	/Inateck-Impermeabile-Messenger-Insegnanti-Universit%C3%A0/dp/B08KZKYCKF/ref=sr_1_139?dchild=1&keywords=computer&qid=1604664395&sr=8-139	5,0
HP Slim Desktop S01-pF1001ns – Computer desktop (Intel Core i3-10100, SDRAM DDR4-2666 da 8 GB (1 x 8 GB), SSD da 512 GB PCIe NVMe M.2, Intel UHD Graphics 630, FreeDOS) nero	423,46 €	1	/HP-Slim-Desktop-S01-pF1001ns-DDR4-2666/dp/B08HZB3WVC/ref=sr_1_140?dchild=1&keywords=computer&qid=1604664395&sr=8-140	-1
"SAMSUNG Galaxy Book Ion NP950XCJ-X01DE Notebook/Portatile Computer Portatile Argento 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 ("	2.015,89 €	1	/SAMSUNG-NP950XCJ-X01DE-Portatile-Generazione-DDR4-SDRAM/dp/B0892QX5DG/ref=sr_1_141?dchild=1&keywords=computer&qid=1604664395&sr=8-141	3,3
You Are Wanted - Season 2	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.50b1b0dd-f8c9-c43a-add9-a031398ac178%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WH4FZ3T&ref=sr_1_142&keywords=computer&qid=1604664395&sr=8-142	-1
"Acer Nitro 5 AN515-44-R6WC Notebook Gaming con Processore AMD Ryzen 7 4800H, Ram 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED LCD, NVIDIA GeForce GTX 1650 4 GB, Windows 10 Home"	1.099,00 €	1	/Acer-AN515-44-R6WC-Notebook-Processore-Display/dp/B087D42TS5/ref=sr_1_143?dchild=1&keywords=computer&qid=1604664395&sr=8-143	4,5
Inateck Custodia PC 15-15.6 Pollici Borsa per Laptop Chromebook, Notebook, Matebook, Ultrabook e Netbook HP/Acer/Dell/Lenovo/Sony/Toshiba, con Borsa per Accessori - Grigio	20,99 €	1	/Inateck-Custodia-Chromebook-Ultrabook-Accessori/dp/B08KFZQK6G/ref=sr_1_144?dchild=1&keywords=computer&qid=1604664395&sr=8-144	4,7
HP - PC 15-dw1016nl Notebook, Intel Core i7-10510U, RAM 8 GB, SSD 256 GB, NVIDIA GeForce MX130 2 GB, Windows 10 Home, HP Fast Charge, Lettore Micro SD, USB-C, HDMI, Webcam, RJ-45, Argento	899,99 €	1	/HP-15-dw1016nl-Notebook-i7-10510U-GeForce/dp/B08BKTWDQQ/ref=sr_1_145?dchild=1&keywords=computer&qid=1604664395&sr=8-145	4,4
GMFIVE Supporto per Laptop in Alluminio Regolabile in Altezza Rotazione a 360° Ergonomica Ventilato Universale Compatibile per Computer Portatile(11-17,3 Pollici) MacBook Pro etc	38,99 €	1	/Alluminio-Regolabile-Ergonomica-Universale-Compatibile/dp/B08CV3Z9G3/ref=sr_1_146?dchild=1&keywords=computer&qid=1604664395&sr=8-146	4,8
Creative Pebble V2 - Altoparlanti da scrivania alimentati da USB-C 2.0, ingresso AUX da 3,5 mm, alimentazione RMS fino a 8 W per computer, adattatore di tipo A in dotazione e prolunga (nera)	24,99 €	0	/Creative-Pebble-Altoparlanti-alimentati-alimentazione/dp/B07VVP8BGD/ref=sr_1_147?dchild=1&keywords=computer&qid=1604664395&sr=8-147	4,7
